||Sütunlar|
Satırlar||İbbs-Düzey1, İbbs-Düzey2,  İl Ve İlçe Nüfusları|
||Ölçüm bazında|
|||
|||
|İzmir(Seferihisar)-1611|37697.0|
|İzmir(Selçuk)-1612|35960.0|
|İzmir(Tire)-1677|83082.0|
|İzmir(Torbalı)-1682|164981.0|
|İzmir(Urla)-1703|62439.0|
2017|İzmir(Aliağa)-1128|94070.0|
|İzmir(Balçova)-2006|78442.0|
|İzmir(Bayındır)-1178|40258.0|
|İzmir(Bayraklı)-2056|314402.0|
|İzmir(Bergama)-1181|102961.0|
|İzmir(Beydağ)-1776|12391.0|
|İzmir(Bornova)-1203|442839.0|
|İzmir(Buca)-1780|492252.0|
|İzmir(Çeşme)-1251|41278.0|
|İzmir(Çiğli)-2007|190607.0|
|İzmir(Dikili)-1280|41697.0|
|İzmir(Foça)-1334|31061.0|
|İzmir(Gaziemir)-2009|136273.0|
|İzmir(Güzelbahçe)-2018|31429.0|
|İzmir(Karabağlar)-2057|480790.0|
|İzmir(Karaburun)-1432|9812.0|
|İzmir(Karşıyaka)-1448|342062.0|
|İzmir(Kemalpaşa)-1461|105506.0|
|İzmir(Kınık)-1467|28271.0|
|İzmir(Kiraz)-1477|43859.0|
|İzmir(Konak)-1819|363181.0|
|İzmir(Menderes)-1826|89777.0|
|İzmir(Menemen)-1521|170090.0|
|İzmir(Narlıdere)-2013|66269.0|
|İzmir(Ödemiş)-1563|132241.0|
|İzmir(Seferihisar)-1611|40785.0|
|İzmir(Selçuk)-1612|35991.0|
|İzmir(Tire)-1677|83829.0|
|İzmir(Torbalı)-1682|172359.0|
|İzmir(Urla)-1703|64895.0|
|||
